source,tournament_id,labs_id,tournament_name,date,deck,day1,day2,conversion_rate,wins,losses,ties,tie_adjusted_win_rate
major,major-535,0064,Regional Utrecht,2026-05-16,Toxtricity,2,0,0.0,4,8,3,0.3333333333333333
major,major-535,0064,Regional Utrecht,2026-05-16,Blaziken Zoroark,1,0,0.0,1,2,3,0.3333333333333333
major,major-535,0064,Regional Utrecht,2026-05-16,Dragapult Froslass,1,0,0.0,2,4,1,0.33333333333333337
major,major-535,0064,Regional Utrecht,2026-05-16,Dragonite Eelektrik,1,0,0.0,1,6,0,0.14285714285714285
major,major-535,0064,Regional Utrecht,2026-05-16,Dudunsparce Control,1,0,0.0,2,5,1,0.2916666666666667
major,major-535,0064,Regional Utrecht,2026-05-16,Greninja Blaziken,1,0,0.0,3,5,0,0.375
major,major-535,0064,Regional Utrecht,2026-05-16,Iono's Bellibolt,1,0,0.0,1,4,0,0.2
major,major-535,0064,Regional Utrecht,2026-05-16,Joltik Box,1,0,0.0,3,3,2,0.4583333333333333
major,major-535,0064,Regional Utrecht,2026-05-16,Mega Camerupt,1,0,0.0,4,3,1,0.5416666666666666
major,major-535,0064,Regional Utrecht,2026-05-16,Mega Dragonite,1,0,0.0,2,4,2,0.3333333333333333
major,major-535,0064,Regional Utrecht,2026-05-16,Mega Lopunny,1,0,0.0,2,5,1,0.2916666666666667
major,major-535,0064,Regional Utrecht,2026-05-16,Mega Zygarde,1,0,0.0,2,5,1,0.2916666666666667
major,major-535,0064,Regional Utrecht,2026-05-16,Milotic,1,0,0.0,3,4,1,0.4166666666666667
major,major-535,0064,Regional Utrecht,2026-05-16,Okidogi,1,0,0.0,2,3,3,0.375
major,major-535,0064,Regional Utrecht,2026-05-16,Palafin,1,0,0.0,3,3,2,0.4583333333333333
major,major-535,0064,Regional Utrecht,2026-05-16,Rocket's Porygon-Z,1,0,0.0,1,3,1,0.26666666666666666
major,major-535,0064,Regional Utrecht,2026-05-16,Terapagos Noctowl,1,0,0.0,1,3,0,0.25
major,major-535,0064,Regional Utrecht,2026-05-16,Zygarde Barbaracle,1,0,0.0,2,4,2,0.3333333333333333
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Dragapult,190,48,0.25263157894736843,699,602,225,0.5072083879423329
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Dragapult Dusknoir,161,53,0.32919254658385094,725,547,148,0.5453051643192488
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Dragapult Blaziken,138,25,0.18115942028985507,407,454,184,0.44816586921850077
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Raging Bolt Ogerpon,115,24,0.20869565217391303,425,389,98,0.501827485380117
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Rocket's Mewtwo,112,16,0.14285714285714285,348,361,121,0.4678714859437751
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Festival Lead,110,16,0.14545454545454545,352,348,87,0.4841168996188056
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Dragapult Dudunsparce,99,30,0.30303030303030304,426,311,125,0.5425367362722351
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Alakazam Dudunsparce,94,18,0.19148936170212766,317,314,105,0.4782608695652174
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,N's Zoroark,92,15,0.16304347826086957,264,325,102,0.4312590448625181
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Cynthia's Garchomp,76,12,0.15789473684210525,219,248,57,0.4541984732824427
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Lucario Hariyama,60,3,0.05,155,202,47,0.4224422442244224
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Starmie Dusknoir,59,2,0.03389830508474576,145,204,26,0.40977777777777774
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Lopunny Dudunsparce,53,10,0.18867924528301888,189,165,61,0.5044176706827309
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Starmie Froslass,51,10,0.19607843137254902,179,178,38,0.4852320675105485
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Ogerpon Meganium Arboliva,50,11,0.22,166,165,45,0.48138297872340424
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Rocket's Honchkrow,39,3,0.07692307692307693,102,132,41,0.42060606060606065
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Basic Box,31,8,0.25806451612903225,130,92,36,0.5503875968992248
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Okidogi Barbaracle,29,4,0.13793103448275862,99,88,34,0.49924585218702866
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Grimmsnarl Froslass,23,3,0.13043478260869565,82,77,21,0.49444444444444446
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Venusaur,16,1,0.0625,38,54,18,0.4
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Ogerpon Meganium Hydrapple,16,4,0.25,63,53,16,0.5176767676767676
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Slowking,16,2,0.125,46,54,14,0.4444444444444444
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Crustle,15,2,0.13333333333333333,42,52,13,0.4330218068535826
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Ethan's Typhlosion,14,0,0.0,28,45,10,0.37751004016064255
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Flareon Noctowl,14,0,0.0,24,50,5,0.3248945147679325
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Other,14,0,0.0,26,51,11,0.33712121212121215
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Greninja,12,2,0.16666666666666666,37,41,11,0.4569288389513108
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Steven's Metagross,12,1,0.08333333333333333,30,42,15,0.40229885057471265
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Ceruledge,11,0,0.0,13,42,7,0.24731182795698925
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Hop's Trevenant,11,2,0.18181818181818182,38,41,10,0.46441947565543074
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Ogerpon Meganium,11,0,0.0,21,36,7,0.3645833333333333
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Clefairy Ogerpon,10,1,0.1,32,37,3,0.4583333333333333
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Tera Box,9,1,0.1111111111111111,24,29,10,0.43386243386243384
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Lucario,8,1,0.125,24,29,4,0.4444444444444444
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Rocket's Spidops,8,0,0.0,20,23,5,0.4513888888888889
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Absol Box,6,1,0.16666666666666666,25,20,6,0.5294117647058824
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Ursaluna Lunatone,6,1,0.16666666666666666,21,20,5,0.4927536231884058
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Yanmega,5,0,0.0,12,19,4,0.380952380952381
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Toxtricity Box,4,0,0.0,3,10,8,0.2698412698412698
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Archaludon Dudunsparce,3,0,0.0,6,5,12,0.43478260869565216
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Decidueye,3,0,0.0,2,8,2,0.2222222222222222
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Diancie Dusknoir,3,0,0.0,6,10,0,0.375
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Charizard X,3,0,0.0,1,12,1,0.09523809523809523
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Archaludon,2,0,0.0,7,6,3,0.5
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Bloodmoon Ursaluna,2,0,0.0,3,11,2,0.22916666666666666
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Starmie,2,0,0.0,9,7,0,0.5625
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Zygarde Barbaracle,2,0,0.0,1,7,1,0.14814814814814814
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Alakazam,1,0,0.0,1,3,3,0.2857142857142857
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Archaludon Zoroark,1,0,0.0,3,3,0,0.5
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Azumarill,1,0,0.0,2,4,0,0.3333333333333333
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Doublade,1,0,0.0,2,5,1,0.2916666666666667
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Dragapult Froslass,1,0,0.0,2,4,1,0.33333333333333337
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Dudunsparce Control,1,0,0.0,1,3,1,0.26666666666666666
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Eelektrik,1,0,0.0,4,3,1,0.5416666666666666
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Flareon,1,0,0.0,3,5,0,0.375
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Hop's Zacian,1,0,0.0,4,4,0,0.5
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Hydreigon,1,0,0.0,0,3,0,0.0
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Iono's Bellibolt,1,0,0.0,3,4,1,0.4166666666666667
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Joltik Box,1,0,0.0,4,4,0,0.5
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Kangaskhan Bouffalant,1,0,0.0,0,3,0,0.0
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Manectric Eelektrik,1,0,0.0,0,3,1,0.08333333333333333
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Abomasnow,1,0,0.0,4,4,0,0.5
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Camerupt,1,0,0.0,0,2,3,0.2
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Dragonite,1,0,0.0,2,3,1,0.3888888888888889
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Froslass Dudunsparce,1,1,1.0,7,4,2,0.5897435897435898
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Froslass,1,0,0.0,5,3,0,0.625
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Lopunny,1,0,0.0,5,3,0,0.625
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Mega Zygarde,1,0,0.0,2,5,0,0.2857142857142857
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Okidogi,1,0,0.0,2,5,0,0.2857142857142857
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Palafin,1,0,0.0,4,4,0,0.5
major,major-558,0063,"Regional Los Angeles, CA",2026-05-09,Toxtricity,1,0,0.0,1,3,0,0.25
major,major-539,0062,Regional Prague,2026-04-25,Dragapult,188,50,0.26595744680851063,751,634,248,0.5105123494590733
major,major-539,0062,Regional Prague,2026-04-25,Dragapult Blaziken,143,22,0.15384615384615385,494,477,203,0.4784213515048268
major,major-539,0062,Regional Prague,2026-04-25,Cynthia's Garchomp,86,16,0.18604651162790697,309,307,85,0.4812173086067522
major,major-539,0062,Regional Prague,2026-04-25,Alakazam Dudunsparce,83,8,0.0963855421686747,272,289,98,0.46231664137582196
major,major-539,0062,Regional Prague,2026-04-25,Rocket's Mewtwo,82,20,0.24390243902439024,332,289,106,0.5052728106373223
major,major-539,0062,Regional Prague,2026-04-25,N's Zoroark,79,10,0.12658227848101267,222,270,91,0.43281875357347055
major,major-539,0062,Regional Prague,2026-04-25,Lucario Hariyama,76,8,0.10526315789473684,231,301,59,0.42413987591652563
major,major-539,0062,Regional Prague,2026-04-25,Dragapult Dusknoir,71,14,0.19718309859154928,244,287,69,0.445
major,major-539,0062,Regional Prague,2026-04-25,Raging Bolt Ogerpon,55,6,0.10909090909090909,192,190,50,0.48302469135802467
major,major-539,0062,Regional Prague,2026-04-25,Ogerpon Meganium Arboliva,54,14,0.25925925925925924,216,190,64,0.5049645390070923
major,major-539,0062,Regional Prague,2026-04-25,Festival Lead,46,19,0.41304347826086957,229,169,43,0.5517762660619804
major,major-539,0062,Regional Prague,2026-04-25,Crustle,43,20,0.46511627906976744,226,127,65,0.5925039872408293
major,major-539,0062,Regional Prague,2026-04-25,Rocket's Honchkrow,32,4,0.125,106,104,49,0.4723294723294723
major,major-539,0062,Regional Prague,2026-04-25,Basic Box,29,5,0.1724137931034483,95,100,30,0.4666666666666667
major,major-539,0062,Regional Prague,2026-04-25,Okidogi Barbaracle,28,6,0.21428571428571427,96,105,34,0.45673758865248226
major,major-539,0062,Regional Prague,2026-04-25,Grimmsnarl Froslass,24,3,0.125,74,85,28,0.44563279857397503
major,major-539,0062,Regional Prague,2026-04-25,Starmie Froslass,21,3,0.14285714285714285,70,72,23,0.47070707070707074
major,major-539,0062,Regional Prague,2026-04-25,Mega Lucario,20,2,0.1,65,81,15,0.43478260869565216
major,major-539,0062,Regional Prague,2026-04-25,Greninja,19,1,0.05263157894736842,54,82,9,0.3931034482758621
major,major-539,0062,Regional Prague,2026-04-25,Clefairy Ogerpon,18,2,0.1111111111111111,54,74,10,0.41545893719806765
major,major-539,0062,Regional Prague,2026-04-25,Dragapult Dudunsparce,15,7,0.4666666666666667,85,45,21,0.609271523178808
major,major-539,0062,Regional Prague,2026-04-25,Mega Venusaur,12,0,0.0,24,47,9,0.3375
major,major-539,0062,Regional Prague,2026-04-25,Ogerpon Meganium,12,2,0.16666666666666666,40,44,12,0.4583333333333333
major,major-539,0062,Regional Prague,2026-04-25,Tera Box,10,3,0.3,42,38,10,0.5037037037037038
major,major-539,0062,Regional Prague,2026-04-25,Flareon Noctowl,8,0,0.0,15,30,3,0.3333333333333333
major,major-539,0062,Regional Prague,2026-04-25,Other,8,0,0.0,14,31,7,0.3141025641025641
major,major-539,0062,Regional Prague,2026-04-25,Slowking,8,1,0.125,25,32,4,0.43169398907103823
major,major-539,0062,Regional Prague,2026-04-25,Steven's Metagross,8,0,0.0,12,34,3,0.2653061224489796
major,major-539,0062,Regional Prague,2026-04-25,Rocket's Spidops,7,1,0.14285714285714285,23,24,9,0.4642857142857143
major,major-539,0062,Regional Prague,2026-04-25,Diancie Dusknoir,6,0,0.0,17,21,1,0.4444444444444444
major,major-539,0062,Regional Prague,2026-04-25,Mega Absol Box,6,2,0.3333333333333333,27,19,9,0.5454545454545454
major,major-539,0062,Regional Prague,2026-04-25,Archaludon,5,1,0.2,16,17,4,0.46846846846846846
major,major-539,0062,Regional Prague,2026-04-25,Starmie Dusknoir,5,1,0.2,18,11,9,0.5526315789473685
major,major-539,0062,Regional Prague,2026-04-25,Archaludon Zoroark,4,0,0.0,12,16,1,0.4252873563218391
major,major-539,0062,Regional Prague,2026-04-25,Ceruledge,4,0,0.0,4,14,4,0.2424242424242424
major,major-539,0062,Regional Prague,2026-04-25,Ethan's Typhlosion,4,1,0.25,9,16,4,0.3563218390804598
major,major-539,0062,Regional Prague,2026-04-25,Mega Froslass,4,0,0.0,14,11,4,0.5287356321839081
major,major-539,0062,Regional Prague,2026-04-25,Toxtricity Box,4,0,0.0,14,11,7,0.5104166666666666
major,major-539,0062,Regional Prague,2026-04-25,Ursaluna Lunatone,4,0,0.0,7,14,7,0.33333333333333337
major,major-539,0062,Regional Prague,2026-04-25,Jellicent Dusknoir,3,0,0.0,6,11,2,0.3508771929824562
major,major-539,0062,Regional Prague,2026-04-25,Lopunny Dudunsparce,3,1,0.3333333333333333,14,9,3,0.5769230769230769
major,major-539,0062,Regional Prague,2026-04-25,Ogerpon Meganium Hydrapple,3,1,0.3333333333333333,15,12,2,0.5402298850574713
major,major-539,0062,Regional Prague,2026-04-25,Sharpedo Toxtricity,3,0,0.0,10,13,1,0.4305555555555556
major,major-539,0062,Regional Prague,2026-04-25,Decidueye,2,0,0.0,6,6,3,0.4666666666666667
major,major-539,0062,Regional Prague,2026-04-25,Feraligatr,2,0,0.0,5,8,3,0.375
major,major-539,0062,Regional Prague,2026-04-25,Hop's Zacian,2,0,0.0,3,8,1,0.2777777777777778
major,major-539,0062,Regional Prague,2026-04-25,Mega Charizard X,2,0,0.0,1,9,2,0.13888888888888887
major,major-539,0062,Regional Prague,2026-04-25,Froslass Dudunsparce,2,0,0.0,4,9,2,0.3111111111111111
major,major-539,0062,Regional Prague,2026-04-25,Terapagos Noctowl,2,0,0.0,1,7,1,0.14814814814814814
major,major-539,0062,Regional Prague,2026-04-25,Doublade,1,0,0.0,1,7,0,0.125
major,major-539,0062,Regional Prague,2026-04-25,Dragapult Froslass,1,0,0.0,4,4,0,0.5
major,major-539,0062,Regional Prague,2026-04-25,Eelektrik,1,0,0.0,2,5,1,0.2916666666666667
major,major-539,0062,Regional Prague,2026-04-25,Ethan's Magcargo,1,0,0.0,1,4,3,0.25
major,major-539,0062,Regional Prague,2026-04-25,Farigiraf Milotic,1,0,0.0,1,6,1,0.16666666666666666
major,major-539,0062,Regional Prague,2026-04-25,Froslass Munkidori,1,0,0.0,3,4,1,0.4166666666666667
major,major-539,0062,Regional Prague,2026-04-25,Hop's Trevenant,1,1,1.0,8,2,3,0.6923076923076923
major,major-539,0062,Regional Prague,2026-04-25,Hydreigon,1,0,0.0,3,4,1,0.4166666666666667
major,major-539,0062,Regional Prague,2026-04-25,Joltik Box,1,0,0.0,2,3,3,0.375
major,major-539,0062,Regional Prague,2026-04-25,Marnie's Grimmsnarl,1,0,0.0,1,3,1,0.26666666666666666
major,major-539,0062,Regional Prague,2026-04-25,Mega Diancie,1,0,0.0,2,4,0,0.3333333333333333
major,major-539,0062,Regional Prague,2026-04-25,Zoroark Crustle,1,0,0.0,1,3,1,0.26666666666666666
