round,phase,table,winner,player1,player2,source,tournament_id,tournament_name,date,match
1,1,1.0,justagoldbat,seve,justagoldbat,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,2.0,fuste,fuste,byc23k,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,3.0,didikiwi17,jaywolf080912,didikiwi17,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,4.0,milesfram,ethanbowman,milesfram,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,5.0,kuebs,loranylopes,kuebs,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,6.0,doggerito1,doggerito1,valisk,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,7.0,proto1551,ayelol,proto1551,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,8.0,bitkraft,cluelessenby1,bitkraft,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,9.0,rangerhax,rakelovsky,rangerhax,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,10.0,daniuncanny,daniuncanny,peacoats,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,11.0,jonnybrah,jonnybrah,pablitohartt,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,12.0,f0xal1ve,andressg803,f0xal1ve,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,13.0,mrchocoegg,ydrazick,mrchocoegg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,14.0,jam0828,jam0828,rydog2nasty,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,15.0,cheesy529,drad01,cheesy529,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,16.0,shackalacka55,shackalacka55,yungscrafted,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,17.0,joche,acetrainerkenny,joche,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,18.0,zowie32,zowie32,officersplash,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,19.0,colec42,colec42,lleyaghm,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,20.0,mgtoussaint,romellowilson,mgtoussaint,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,21.0,0,spragsgotpops,cathers,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,22.0,morga,gg_marco_o,morga,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,23.0,treydog42,starcry,treydog42,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,24.0,facetheduke,facetheduke,juicetcg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,25.0,clrohulich8,lunarwulf,clrohulich8,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,26.0,kapony,lopunnylover69420,kapony,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,27.0,14gram,alogg,14gram,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,28.0,blackraizer,blackraizer,peyton2012,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,29.0,kmart12,waterbetter,kmart12,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,30.0,calmlion_41,calmlion_41,typicalchan,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,31.0,jogasimples,jogasimples,cargs,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,32.0,seideffect,seideffect,duprado,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,33.0,rufff6671,rufff6671,sonsajpg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,34.0,rileytiger2,kingcobra,rileytiger2,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,35.0,tatpokemon04,tatpokemon04,swimtrader,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,36.0,chace2002,amcharles1,chace2002,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,37.0,nycmatt1,nycmatt1,samu33,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,38.0,ember_tcg,jliu8989,ember_tcg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,39.0,timdanklin,dsopko91,timdanklin,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,40.0,tcgchad410,just___jay,tcgchad410,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,41.0,mdhcool,lane,mdhcool,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,42.0,-1,luistroni,bv26,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,43.0,kraigsgirl0513,kraigsgirl0513,fulorax,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,44.0,jaxsteven13,yeleir,jaxsteven13,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,45.0,kztyllo,redpandazzz,kztyllo,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,46.0,antman1407,henrylaz123,antman1407,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,47.0,grumpysquirtle8,rozaymc,grumpysquirtle8,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,48.0,swordfishkilla,dsavfan,swordfishkilla,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,49.0,matiazh,awsomeguy1975,matiazh,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,50.0,pokemateo,pokemateo,austintx,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,51.0,metaman,400vanilluxe,metaman,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,52.0,sn4x,sn4x,rotmogg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,53.0,ajp52,ajp52,gatty2309,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,54.0,riggsze1,riggsze1,zachstar70444,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,55.0,halenking,halenking,seanf59,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,56.0,trooper02,trooper02,moonsidetcg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,57.0,imhoneycomb,ajk_85,imhoneycomb,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,58.0,rextrinity,rextrinity,westlakeplays,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,59.0,fertpaet,fertpaet,trulyeruption,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,60.0,azreal,azreal,nicole_crouty,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,61.0,beardedbearr54,beardedbearr54,rigbyjoker02,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,62.0,pokenate,3chrs4swtrvng,pokenate,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,63.0,gamecheese2045,gamecheese2045,bigcole,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
1,1,64.0,alex_anime55,alex_anime55,dropper,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,1.0,seideffect,seideffect,rextrinity,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,2.0,chace2002,chace2002,doggerito1,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,3.0,zowie32,azreal,zowie32,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,4.0,kztyllo,fertpaet,kztyllo,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,5.0,justagoldbat,justagoldbat,grumpysquirtle8,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,6.0,tatpokemon04,matiazh,tatpokemon04,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,7.0,rileytiger2,metaman,rileytiger2,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,8.0,milesfram,pokenate,milesfram,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,9.0,didikiwi17,colec42,didikiwi17,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,10.0,shackalacka55,fuste,shackalacka55,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,11.0,halenking,cheesy529,halenking,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,12.0,calmlion_41,calmlion_41,jam0828,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,13.0,f0xal1ve,f0xal1ve,kuebs,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,14.0,treydog42,kmart12,treydog42,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,15.0,kraigsgirl0513,kraigsgirl0513,facetheduke,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,16.0,sn4x,sn4x,ember_tcg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,17.0,proto1551,proto1551,antman1407,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,18.0,mdhcool,imhoneycomb,mdhcool,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,19.0,timdanklin,joche,timdanklin,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,20.0,mgtoussaint,mgtoussaint,mrchocoegg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,21.0,gamecheese2045,gamecheese2045,tcgchad410,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,22.0,ajp52,trooper02,ajp52,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,23.0,rufff6671,riggsze1,rufff6671,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,24.0,alex_anime55,bitkraft,alex_anime55,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,25.0,jogasimples,jogasimples,blackraizer,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,26.0,daniuncanny,jonnybrah,daniuncanny,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,27.0,nycmatt1,nycmatt1,kapony,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,28.0,14gram,pokemateo,14gram,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,29.0,morga,beardedbearr54,morga,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,30.0,swordfishkilla,clrohulich8,swordfishkilla,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,31.0,byc23k,cathers,byc23k,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,32.0,spragsgotpops,spragsgotpops,starcry,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,33.0,andressg803,andressg803,rozaymc,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,34.0,rakelovsky,rakelovsky,awsomeguy1975,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,35.0,lopunnylover69420,lopunnylover69420,lunarwulf,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,36.0,yungscrafted,yungscrafted,sonsajpg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,37.0,cluelessenby1,cluelessenby1,acetrainerkenny,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,38.0,rotmogg,rotmogg,westlakeplays,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,39.0,trulyeruption,rydog2nasty,trulyeruption,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,40.0,400vanilluxe,kingcobra,400vanilluxe,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,41.0,redpandazzz,redpandazzz,fulorax,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,42.0,yeleir,yeleir,seve,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,43.0,3chrs4swtrvng,typicalchan,3chrs4swtrvng,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,44.0,swimtrader,dropper,swimtrader,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,45.0,jliu8989,pablitohartt,jliu8989,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,46.0,peacoats,peacoats,luistroni,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,47.0,valisk,valisk,zachstar70444,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,48.0,ethanbowman,ethanbowman,romellowilson,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,49.0,-1,ayelol,loranylopes,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,50.0,moonsidetcg,moonsidetcg,amcharles1,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,51.0,rigbyjoker02,dsopko91,rigbyjoker02,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,52.0,lleyaghm,just___jay,lleyaghm,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,53.0,-1,drad01,samu33,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,54.0,waterbetter,waterbetter,juicetcg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,55.0,peyton2012,peyton2012,officersplash,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,56.0,austintx,gatty2309,austintx,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,57.0,gg_marco_o,bigcole,gg_marco_o,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
2,1,58.0,nicole_crouty,nicole_crouty,lane,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,1.0,shackalacka55,mgtoussaint,shackalacka55,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,2.0,sn4x,sn4x,mdhcool,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,3.0,justagoldbat,gamecheese2045,justagoldbat,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,4.0,kztyllo,kztyllo,seideffect,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,5.0,tatpokemon04,tatpokemon04,daniuncanny,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,6.0,milesfram,milesfram,14gram,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,7.0,calmlion_41,didikiwi17,calmlion_41,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,8.0,nycmatt1,ajp52,nycmatt1,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,9.0,halenking,jogasimples,halenking,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,10.0,chace2002,chace2002,swordfishkilla,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,11.0,zowie32,proto1551,zowie32,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,12.0,f0xal1ve,f0xal1ve,alex_anime55,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,13.0,treydog42,treydog42,timdanklin,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,14.0,rufff6671,rufff6671,kraigsgirl0513,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,15.0,metaman,morga,metaman,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,16.0,rileytiger2,rileytiger2,spragsgotpops,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,17.0,fuste,fuste,tcgchad410,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,18.0,grumpysquirtle8,cluelessenby1,grumpysquirtle8,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,19.0,joche,nicole_crouty,joche,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,20.0,azreal,azreal,andressg803,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,21.0,byc23k,3chrs4swtrvng,byc23k,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,22.0,colec42,beardedbearr54,colec42,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,23.0,mrchocoegg,kuebs,mrchocoegg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,24.0,fertpaet,ember_tcg,fertpaet,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,25.0,trulyeruption,trulyeruption,rakelovsky,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,26.0,bitkraft,bitkraft,doggerito1,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,27.0,jam0828,jam0828,rextrinity,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,28.0,rotmogg,rotmogg,pokemateo,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,29.0,clrohulich8,clrohulich8,redpandazzz,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,30.0,rigbyjoker02,trooper02,rigbyjoker02,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,31.0,peacoats,peacoats,austintx,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,32.0,waterbetter,waterbetter,yungscrafted,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,33.0,gg_marco_o,blackraizer,gg_marco_o,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,34.0,kapony,ethanbowman,kapony,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,35.0,lopunnylover69420,lopunnylover69420,yeleir,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,36.0,peyton2012,peyton2012,swimtrader,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,37.0,kmart12,imhoneycomb,kmart12,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,38.0,riggsze1,jonnybrah,riggsze1,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,39.0,lleyaghm,valisk,lleyaghm,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,40.0,moonsidetcg,moonsidetcg,jliu8989,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,41.0,400vanilluxe,400vanilluxe,cathers,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,42.0,-1,dropper,samu33,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,43.0,seve,seve,luistroni,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,44.0,rozaymc,rozaymc,ayelol,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,45.0,-1,fulorax,loranylopes,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,46.0,gatty2309,lunarwulf,gatty2309,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,47.0,rydog2nasty,juicetcg,rydog2nasty,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
3,1,48.0,zachstar70444,zachstar70444,,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,1.0,f0xal1ve,f0xal1ve,rufff6671,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,2.0,treydog42,shackalacka55,treydog42,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,3.0,chace2002,chace2002,nycmatt1,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,4.0,halenking,calmlion_41,halenking,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,5.0,kztyllo,milesfram,kztyllo,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,6.0,justagoldbat,sn4x,justagoldbat,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,7.0,rileytiger2,rileytiger2,zowie32,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,8.0,colec42,tatpokemon04,colec42,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,9.0,moonsidetcg,kraigsgirl0513,moonsidetcg,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
4,1,10.0,mgtoussaint,mgtoussaint,alex_anime55,online,6a238bf047f3797bf6bad37d,REFINE Summer Series Session 1,2026-07-01T23:30:00.000Z,
